eval_discount_q,eval_qs_difference,eval_eplenmean,eval_returns,eval mean 100 episode reward,eval_ep_rewmean,eval_qs,total timesteps,eval_abs_qs_difference,eval_time_elapsed
566.9111837973065,70.43079146288409,514.3636363636364,1176.3645299257942,2508.9,3312.9347709090903,540.98846,302001,111.70906,17
,,,,,,,302125,,
,,,,,,,302622,,
583.1555313217597,50.90416017027897,783.0,6273.310442640655,2772.3,4848.726702999999,566.01953,303001,72.56043,26
504.20331548040025,87.16935749870082,472.09090909090907,452.0027981215494,3008.6,2959.646577,482.25177,304001,109.317184,15
,,,,,,,304560,,
556.4557218235169,80.86455072756314,594.4545454545455,6399.101228105653,2965.2,3746.3411169999995,546.90027,305001,106.116165,19
,,,,,,,305892,,
563.9323431359295,50.38463687860298,714.2727272727273,6532.297875796466,3181.2,4583.320288909091,547.35913,306001,81.16694,24
484.62240534896046,67.95727056661896,220.54545454545453,1069.2348282565338,2909.8,1302.8222518181817,399.095,307001,113.27154,7
,,,,,,,307222,,
505.57914649682147,81.65372541757966,499.27272727272725,601.4386003101941,3112.9,3086.8651270000005,490.50537,308001,104.28702,16
,,,,,,,308450,,
477.99524859088456,68.22895960189189,263.90909090909093,770.1818972917827,3059.2,1529.5288631818182,402.92728,309001,96.70732,8
,,,,,,,309159,,
,,,,,,,309800,,
462.0025328760493,135.08193190130703,317.54545454545456,762.9504945915766,3020.3,1950.188005,476.6113,310001,151.82909,10
