eval_eplenmean,eval_discount_q,eval_qs_difference,eval_ep_rewmean,eval_abs_qs_difference,eval mean 100 episode reward,eval_returns,eval_time_elapsed,eval_qs,total timesteps
408.1818181818182,610.7739785702552,78.14686847666408,2980.706367545454,126.11426,2558.9,3782.310639948294,12,612.56775,306001
,,,,,,,,,306486
287.6363636363636,563.9854203897403,114.09467765162677,2043.9056592727275,138.55806,2328.7,467.42719171821204,9,569.16504,307001
,,,,,,,,,307474
94.36363636363636,338.82419765468586,328.32557077177745,546.9393349090908,332.235,2026.2,724.5683016254569,3,543.37225,308001
,,,,,,,,,308105
,,,,,,,,,308622
224.0909090909091,532.2744013296029,145.81990035642488,1526.3253937272727,163.33961,1944.0,1097.608911374127,7,564.8645,309001
,,,,,,,,,309145
,,,,,,,,,309866
393.1818181818182,616.2314540217516,82.96103159687101,2863.505545,114.17248,2077.3,2693.5683147599875,12,622.2129,310001
